origin_country_name,dispatch_country_name,commodity_code,steel_product_group,tonnes,value,active_months,origin_dispatch_different
Bulgaria,Bulgaria,72171090,Wire,0.016,2043,1,False
Italy,United States,72159000,Other bars and rods,0.016,6711,1,True
Switzerland,Switzerland,72193410,Stainless steel flat products,0.016,2933,1,False
Switzerland,Switzerland,72193390,Stainless steel flat products,0.016,4042,2,False
Czechia,Germany,72193310,Stainless steel flat products,0.016,8566,2,True
Netherlands,Germany,72112330,Flat products under 600mm,0.016,2843,1,True
Hungary,Germany,72166190,Angles shapes and sections,0.016,1216,1,True
United States,United States,72166900,Angles shapes and sections,0.016,12252,2,False
Germany,Ireland,72189180,Stainless steel ingots and semi-finished,0.016,2161,1,True
Bulgaria,Bulgaria,72209080,Stainless steel flat products under 600mm,0.016,1381,1,False
Hungary,Netherlands,72107080,Coated or plated flat products,0.016,888,1,True
Sweden,Ireland,72201100,Stainless steel flat products under 600mm,0.015,1053,1,True
United Kingdom,Austria,72285069,Other alloy bars rods and sections,0.015,3387,1,True
Finland,France,72199080,Stainless steel flat products,0.015,1800,1,True
France,Switzerland,72112380,Flat products under 600mm,0.015,3415,1,True
Germany,Norway,72199080,Stainless steel flat products,0.015,1375,1,True
Israel,Israel,72223097,Stainless steel bars sections and wire,0.015,3617,1,False
Unknown / not supplied,Ireland,72189919,Stainless steel ingots and semi-finished,0.015,342,5,True
Finland,Finland,72069000,Ingots and primary forms,0.015,4634,3,False
Unknown / not supplied,Italy,72132000,Hot-rolled bars and rods,0.015,270,1,True
Switzerland,United States,72223097,Stainless steel bars sections and wire,0.015,13085,2,True
Unknown / not supplied,Ireland,72269930,Other alloy flat products under 600mm,0.015,8137,2,True
Poland,Poland,72189919,Stainless steel ingots and semi-finished,0.015,4959,1,False
Poland,Poland,72163291,Angles shapes and sections,0.015,5869,2,False
SO,SO,72043000,Ferrous waste and scrap,0.015,2684,1,False
Denmark,Netherlands,72193410,Stainless steel flat products,0.015,992,1,True
United Kingdom,Lithuania,72209080,Stainless steel flat products under 600mm,0.015,23684,1,True
China,United States,72222089,Stainless steel bars sections and wire,0.015,1412,1,True
United Kingdom,Netherlands,72071114,Semi-finished steel,0.015,2588,1,True
Australia,Austria,72085400,Hot-rolled flat products,0.015,7337,1,True
Unknown / not supplied,Italy,72230019,Stainless steel wire,0.015,178,3,True
Germany,Sweden,72201200,Stainless steel flat products under 600mm,0.015,1075,1,True
United States,United States,72072052,Semi-finished steel,0.015,1671,1,False
China,Germany,72189110,Stainless steel ingots and semi-finished,0.015,4676,2,True
Finland,Finland,72091500,Cold-rolled flat products,0.015,902,1,False
China,South Korea,72132000,Hot-rolled bars and rods,0.014,10296,1,True
KW,KW,72131000,Hot-rolled bars and rods,0.014,39063,1,False
United Kingdom,United States,72149110,Other bars and rods,0.014,2104,1,True
Lithuania,Lithuania,72209080,Stainless steel flat products under 600mm,0.014,1564,1,False
United States,Poland,72224010,Stainless steel bars sections and wire,0.014,8898,4,True
United Kingdom,United States,72169180,Angles shapes and sections,0.014,1529,1,True
Netherlands,Ireland,72202089,Stainless steel flat products under 600mm,0.014,13012,1,True
Finland,Finland,72109080,Coated or plated flat products,0.014,2418,1,False
France,Lithuania,72284010,Other alloy bars rods and sections,0.014,1377,1,True
United Arab Emirates,France,72101100,Coated or plated flat products,0.014,5360,2,True
United Kingdom,Belgium,72042190,Ferrous waste and scrap,0.014,5400,1,True
Italy,Italy,72026000,Ferro-alloys,0.014,9893,1,False
Denmark,Denmark,72149995,Other bars and rods,0.014,2904,1,False
Poland,Poland,72104100,Coated or plated flat products,0.014,2240,1,False
United States,United States,72299020,Alloy steel wire,0.014,5531,2,False
United States,Italy,72224090,Stainless steel bars sections and wire,0.013000000000000001,11922,3,True
United Kingdom,United States,72141000,Other bars and rods,0.013000000000000001,6821,2,True
China,Germany,72222021,Stainless steel bars sections and wire,0.013000000000000001,3704,3,True
United Kingdom,France,72159000,Other bars and rods,0.013000000000000001,2503,2,True
Germany,Czechia,72171090,Wire,0.013,874,1,True
Germany,Germany,72091610,Cold-rolled flat products,0.013,978,1,False
United Kingdom,United States,72221910,Stainless steel bars sections and wire,0.013,1235,1,True
Hong Kong,Hong Kong,72209020,Stainless steel flat products under 600mm,0.013,1870,1,False
Norway,Poland,72199080,Stainless steel flat products,0.013,2152,1,True
Norway,Norway,72071114,Semi-finished steel,0.013,917,1,False
Ireland,Ireland,72286020,Other alloy bars rods and sections,0.013,9389,1,False
Unknown / not supplied,Ireland,72125069,Coated flat products under 600mm,0.013,1302,3,True
Hungary,Germany,72155011,Other bars and rods,0.013,889,1,True
Bosnia and Herzegovina,Bosnia and Herzegovina,72099080,Cold-rolled flat products,0.013,2016,1,False
United States,Italy,72022100,Ferro-alloys,0.013,7596,1,True
Israel,Israel,72209080,Stainless steel flat products under 600mm,0.012,1300,1,False
China,United Arab Emirates,72283020,Other alloy bars rods and sections,0.012,4306,1,True
Netherlands,Netherlands,72288000,Other alloy bars rods and sections,0.012,6847,2,False
Netherlands,Netherlands,72249002,Alloy steel ingots and semi-finished,0.012,1052,1,False
Unknown / not supplied,France,72125090,Coated flat products under 600mm,0.012,247,2,True
Poland,Austria,72149910,Other bars and rods,0.012,2581,1,True
Switzerland,France,72165099,Angles shapes and sections,0.012,2807,1,True
Italy,Ireland,72222011,Stainless steel bars sections and wire,0.012,1797,1,True
United Kingdom,Germany,72169900,Angles shapes and sections,0.012,1385,1,True
United Kingdom,Germany,72189980,Stainless steel ingots and semi-finished,0.012,11497,2,True
Finland,Denmark,72072052,Semi-finished steel,0.012,2093,1,True
United Kingdom,Germany,72159000,Other bars and rods,0.012,2400,1,True
United States,Netherlands,72099020,Cold-rolled flat products,0.012,915,1,True
Italy,Albania,72179090,Wire,0.012,13997,1,True
Sweden,Sweden,72121090,Coated flat products under 600mm,0.012,1119,1,False
Israel,Israel,72111900,Flat products under 600mm,0.012,7060,1,False
Spain,Spain,72192190,Stainless steel flat products,0.012,3407,1,False
Poland,Netherlands,72099080,Cold-rolled flat products,0.011,1521,1,True
Denmark,Denmark,72286080,Other alloy bars rods and sections,0.011,6367,1,False
Unknown / not supplied,Ireland,72179090,Wire,0.011,48,11,True
Malaysia,Malaysia,72210090,Stainless steel bars and rods,0.011,1192,1,False
United States,United States,72125069,Coated flat products under 600mm,0.011,3739,1,False
Unknown / not supplied,Denmark,72299050,Alloy steel wire,0.011,324,8,True
China,China,72271000,Alloy bars and rods hot-rolled,0.011,1662,1,False
United Kingdom,South Korea,72279095,Alloy bars and rods hot-rolled,0.011,6814,1,True
India,Netherlands,72249090,Alloy steel ingots and semi-finished,0.011,959,1,True
China,Netherlands,72166190,Angles shapes and sections,0.011,8760,1,True
Italy,Austria,72230019,Stainless steel wire,0.011,3338,1,True
Italy,Italy,72039000,Direct reduced iron,0.011,2946,2,False
United Kingdom,Hungary,72071980,Semi-finished steel,0.011,1351,1,True
Malta,Malta,72230011,Stainless steel wire,0.011,2018,1,False
China,China,72045000,Ferrous waste and scrap,0.011,3537,1,False
Denmark,Denmark,72221181,Stainless steel bars sections and wire,0.011,1037,1,False
Germany,Sweden,72224090,Stainless steel bars sections and wire,0.011,946,1,True
Switzerland,Netherlands,72112380,Flat products under 600mm,0.011,2035,1,True
Germany,France,72149939,Other bars and rods,0.011,1216,1,True
Switzerland,Switzerland,72155019,Other bars and rods,0.011,9007,1,False
Finland,Belgium,72287090,Other alloy bars rods and sections,0.01,1430,1,True
Croatia,Croatia,72249090,Alloy steel ingots and semi-finished,0.01,4760,1,False
Austria,Austria,72224090,Stainless steel bars sections and wire,0.01,3638,1,False
Belgium,France,72173090,Wire,0.01,5282,2,True
Zimbabwe,Zimbabwe,72052900,Granules and powders,0.01,1233,1,False
Czechia,Austria,72189920,Stainless steel ingots and semi-finished,0.01,8081,4,True
Portugal,Germany,72224090,Stainless steel bars sections and wire,0.01,1979,2,True
Poland,Switzerland,72259900,Other alloy flat products,0.01,1895,1,True
Unknown / not supplied,Netherlands,72123000,Coated flat products under 600mm,0.01,258,1,True
Finland,Finland,72224090,Stainless steel bars sections and wire,0.01,7282,4,False
Thailand,Thailand,72139990,Hot-rolled bars and rods,0.01,1824,1,False
Poland,Netherlands,72209080,Stainless steel flat products under 600mm,0.01,1253,1,True
Hungary,Austria,72189110,Stainless steel ingots and semi-finished,0.01,3016,1,True
Sweden,Netherlands,72281090,Other alloy bars rods and sections,0.01,995,1,True
Denmark,Denmark,72202081,Stainless steel flat products under 600mm,0.01,1635,1,False
Germany,Sweden,72230091,Stainless steel wire,0.01,972,1,True
Poland,France,72224090,Stainless steel bars sections and wire,0.01,2100,1,True
Poland,Belgium,72259900,Other alloy flat products,0.01,1852,1,True
Italy,Germany,72165099,Angles shapes and sections,0.01,1871,1,True
Denmark,France,72109080,Coated or plated flat products,0.01,1685,1,True
Unknown / not supplied,Ireland,72209080,Stainless steel flat products under 600mm,0.01,3235,4,True
China,Hong Kong,72249090,Alloy steel ingots and semi-finished,0.01,950,1,True
Unknown / not supplied,Ireland,72299020,Alloy steel wire,0.01,1164,1,True
Italy,United States,72230019,Stainless steel wire,0.01,1148,1,True
France,Switzerland,72112900,Flat products under 600mm,0.01,5670,1,True
United Kingdom,Singapore,72224090,Stainless steel bars sections and wire,0.01,3465,1,True
India,Norway,72224090,Stainless steel bars sections and wire,0.01,9237,1,True
South Africa,Germany,72222039,Stainless steel bars sections and wire,0.01,939,1,True
Malaysia,Malaysia,72159000,Other bars and rods,0.009999999999999998,2079,2,False
China,Hong Kong,72052100,Granules and powders,0.009999999999999998,2083,2,True
United Kingdom,Ireland,72189919,Stainless steel ingots and semi-finished,0.009,888,1,True
United States,Netherlands,72104900,Coated or plated flat products,0.009,6138,1,True
Slovenia,Slovenia,72119080,Flat products under 600mm,0.009,4072,1,False
Unknown / not supplied,Germany,72104100,Coated or plated flat products,0.009,22882,1,True
Germany,Denmark,72149939,Other bars and rods,0.009,1757,1,True
Denmark,Denmark,72173049,Wire,0.009,8327,1,False
Italy,Finland,72166190,Angles shapes and sections,0.009,900,1,True
United Kingdom,Sweden,72044910,Ferrous waste and scrap,0.009,1086,1,True
Malaysia,Malaysia,72149995,Other bars and rods,0.009,1994,1,False
China,Hong Kong,72223097,Stainless steel bars sections and wire,0.009,3529,1,True
Germany,Ireland,72199020,Stainless steel flat products,0.009,1356,1,True
United Kingdom,India,72111900,Flat products under 600mm,0.009,925,1,True
Unknown / not supplied,Italy,72286020,Other alloy bars rods and sections,0.009,75,1,True
Italy,Italy,72283020,Other alloy bars rods and sections,0.009,2717,1,False
Italy,Italy,72024990,Ferro-alloys,0.009,953,1,False
Spain,Spain,72092500,Cold-rolled flat products,0.009,1314,1,False
Mexico,Mexico,72085198,Hot-rolled flat products,0.009,1638,1,False
Sweden,Netherlands,72111900,Flat products under 600mm,0.009,6351,1,True
Belgium,Belgium,72081000,Hot-rolled flat products,0.009,3038,1,False
Germany,Spain,72106100,Coated or plated flat products,0.009,30618,1,True
France,Tunisia,72230099,Stainless steel wire,0.009,3251,1,True
Ireland,Ireland,72210010,Stainless steel bars and rods,0.009,2177,1,False
Israel,Israel,72081000,Hot-rolled flat products,0.009,958,1,False
Turkey,Ireland,72131000,Hot-rolled bars and rods,0.009,6728,1,True
United Kingdom,India,72202081,Stainless steel flat products under 600mm,0.009,2965,1,True
France,Greece,72210090,Stainless steel bars and rods,0.009,2150,1,True
United Kingdom,Italy,72189911,Stainless steel ingots and semi-finished,0.008,1181,1,True
Brazil,United States,72181000,Stainless steel ingots and semi-finished,0.008,952,1,True
Austria,Lithuania,72209080,Stainless steel flat products under 600mm,0.008,6115,1,True
United Kingdom,Ireland,72139110,Hot-rolled bars and rods,0.008,6705,1,True
Taiwan,Taiwan,72052900,Granules and powders,0.008,4961,1,False
Germany,France,72125090,Coated flat products under 600mm,0.008,1166,1,True
United Kingdom,Tunisia,72230099,Stainless steel wire,0.008,2529,1,True
United Kingdom,Japan,72287090,Other alloy bars rods and sections,0.008,9135,1,True
China,United States,72165099,Angles shapes and sections,0.008,1002,1,True
United States,Germany,72201100,Stainless steel flat products under 600mm,0.008,2534,1,True
Denmark,Germany,72209080,Stainless steel flat products under 600mm,0.008,1577,1,True
Netherlands,Netherlands,72279095,Alloy bars and rods hot-rolled,0.008,1490,1,False
Italy,France,72209080,Stainless steel flat products under 600mm,0.008,1168,1,True
Netherlands,Belgium,72149110,Other bars and rods,0.008,2212,1,True
Mexico,United States,72230099,Stainless steel wire,0.008,2783,2,True
United Kingdom,Belgium,72193590,Stainless steel flat products,0.008,1094,1,True
Switzerland,Belgium,72223097,Stainless steel bars sections and wire,0.008,7983,3,True
China,Taiwan,72259900,Other alloy flat products,0.008,1025,1,True
Greece,Greece,72139990,Hot-rolled bars and rods,0.008,1283,1,False
United States,France,72209080,Stainless steel flat products under 600mm,0.008,16029,3,True
Germany,Germany,72101280,Coated or plated flat products,0.008,6209,2,False
Unknown / not supplied,Ireland,72125061,Coated flat products under 600mm,0.008,10192,7,True
Hungary,Belgium,72124080,Coated flat products under 600mm,0.008,2867,2,True
Switzerland,Belgium,72202041,Stainless steel flat products under 600mm,0.008,3816,2,True
Sweden,Germany,72222039,Stainless steel bars sections and wire,0.008,3510,2,True
United States,Switzerland,72171090,Wire,0.008,1341,1,True
Unknown / not supplied,Germany,72209080,Stainless steel flat products under 600mm,0.008,1350,1,True
Unknown / not supplied,Netherlands,72159000,Other bars and rods,0.008,299,8,True
United States,South Korea,72112380,Flat products under 600mm,0.008,8443,1,True
Sweden,Sweden,72111900,Flat products under 600mm,0.008,1105,1,False
Italy,Italy,72099080,Cold-rolled flat products,0.008,1018,1,False
Italy,Denmark,72224090,Stainless steel bars sections and wire,0.008,4271,2,True
Spain,United States,72285080,Other alloy bars rods and sections,0.008,2029,1,True
United Kingdom,India,72202089,Stainless steel flat products under 600mm,0.008,5192,1,True
Portugal,Portugal,72191390,Stainless steel flat products,0.008,1308,1,False
Austria,Ireland,72192110,Stainless steel flat products,0.008,5203,1,True
China,United States,72089080,Hot-rolled flat products,0.007,1979,1,True
Belgium,Belgium,72269199,Other alloy flat products under 600mm,0.007,1038,1,False
France,Romania,72285069,Other alloy bars rods and sections,0.007,1097,1,True
Singapore,Singapore,72230099,Stainless steel wire,0.007,4679,1,False
United Kingdom,France,72089080,Hot-rolled flat products,0.007,1120,1,True
Norway,Norway,72109080,Coated or plated flat products,0.007,1147,1,False
Mexico,Mexico,72221189,Stainless steel bars sections and wire,0.007,1192,1,False
United Kingdom,Italy,72029980,Ferro-alloys,0.007,1735,1,True
China,Hong Kong,72189911,Stainless steel ingots and semi-finished,0.007,917,1,True
United States,Italy,72230019,Stainless steel wire,0.007,1085,1,True
China,France,72209080,Stainless steel flat products under 600mm,0.007,885,1,True
Switzerland,Germany,72230099,Stainless steel wire,0.007,1625,1,True
Belgium,Belgium,72091710,Cold-rolled flat products,0.007,1018,1,False
Italy,Belgium,72165099,Angles shapes and sections,0.007,1982,2,True
United States,United States,72021180,Ferro-alloys,0.007,3734,2,False
Canada,Canada,72201100,Stainless steel flat products under 600mm,0.007,4478,1,False
United States,France,72193410,Stainless steel flat products,0.007,1223,1,True
Unknown / not supplied,Poland,72169110,Angles shapes and sections,0.007,130,2,True
Denmark,Denmark,72193390,Stainless steel flat products,0.007,1154,1,False
United Kingdom,United States,72149950,Other bars and rods,0.007,1275,1,True
France,France,72126000,Coated flat products under 600mm,0.007,1473,1,False
United States,Netherlands,72269200,Other alloy flat products under 600mm,0.007,1031,1,True
Switzerland,LI,72209080,Stainless steel flat products under 600mm,0.006,3162,1,True
United States,France,72169900,Angles shapes and sections,0.006,5162,2,True
Denmark,Denmark,72283020,Other alloy bars rods and sections,0.006,7164,5,False
Netherlands,Netherlands,72223091,Stainless steel bars sections and wire,0.006,2272,1,False
Unknown / not supplied,Ireland,72072080,Semi-finished steel,0.006,202,1,True
United Kingdom,United States,72241090,Alloy steel ingots and semi-finished,0.006,3642,1,True
Switzerland,Switzerland,72221181,Stainless steel bars sections and wire,0.006,1327,1,False
United Kingdom,Austria,72171090,Wire,0.006,4509,1,True
Switzerland,Switzerland,72193210,Stainless steel flat products,0.006,2304,1,False
Israel,Israel,72181000,Stainless steel ingots and semi-finished,0.006,15164,2,False
Austria,Austria,72139990,Hot-rolled bars and rods,0.006,5719,1,False
United Kingdom,Ireland,72222081,Stainless steel bars sections and wire,0.006,1070,1,True
Unknown / not supplied,Denmark,72092690,Cold-rolled flat products,0.006,61,1,True
Unknown / not supplied,France,72202041,Stainless steel flat products under 600mm,0.006,158,1,True
Portugal,Portugal,72189980,Stainless steel ingots and semi-finished,0.006,904,1,False
Unknown / not supplied,Italy,72179020,Wire,0.006,72,6,True
Croatia,Croatia,72224050,Stainless steel bars sections and wire,0.006,5822,1,False
Netherlands,Netherlands,72189110,Stainless steel ingots and semi-finished,0.006,1036,1,False
Turkey,Turkey,72042900,Ferrous waste and scrap,0.006,9889,1,False
NZ,Denmark,72072080,Semi-finished steel,0.006,2512,1,True
Spain,Czechia,72221181,Stainless steel bars sections and wire,0.006,1775,1,True
Canada,Canada,72224090,Stainless steel bars sections and wire,0.006,87644,6,False
Sweden,Sweden,72286020,Other alloy bars rods and sections,0.006,4102,1,False
France,Germany,72201200,Stainless steel flat products under 600mm,0.006,1041,1,True
United Kingdom,Spain,72224010,Stainless steel bars sections and wire,0.005,7573,1,True
India,Vietnam,72222031,Stainless steel bars sections and wire,0.005,12478,1,True
Slovakia,Germany,72230099,Stainless steel wire,0.005,1474,1,True
Unknown / not supplied,Czechia,72282099,Other alloy bars rods and sections,0.005,82,1,True
Unknown / not supplied,Denmark,72099080,Cold-rolled flat products,0.005,190,2,True
Unknown / not supplied,Spain,72171010,Wire,0.005,18,5,True
South Korea,Germany,72072080,Semi-finished steel,0.005,1023,1,True
Taiwan,Taiwan,72081000,Hot-rolled flat products,0.005,2391,1,False
United States,Spain,72179090,Wire,0.005,7014,1,True
Portugal,Portugal,72173049,Wire,0.005,2683,1,False
Unknown / not supplied,Poland,72193310,Stainless steel flat products,0.005,379,3,True
India,United States,72222011,Stainless steel bars sections and wire,0.005,1053,1,True
United Kingdom,Netherlands,72189980,Stainless steel ingots and semi-finished,0.005,13836,1,True
United States,United States,72251100,Other alloy flat products,0.005,1704,1,False
Unknown / not supplied,Poland,72159000,Other bars and rods,0.005,146,1,True
Ireland,Ireland,72119080,Flat products under 600mm,0.005,879,1,False
United Kingdom,United States,72166900,Angles shapes and sections,0.005,4622,3,True
United Kingdom,Austria,72224090,Stainless steel bars sections and wire,0.005,1151,1,True
Canada,Poland,72230099,Stainless steel wire,0.005,3077,1,True
Denmark,Netherlands,72223097,Stainless steel bars sections and wire,0.005,2847,2,True
France,France,72099080,Cold-rolled flat products,0.005,2283,2,False
Croatia,Croatia,72222089,Stainless steel bars sections and wire,0.005,4205,1,False
Croatia,Switzerland,72165099,Angles shapes and sections,0.005,2032,1,True
Germany,Ireland,72085120,Hot-rolled flat products,0.005,1417,1,True
Canada,Canada,72209020,Stainless steel flat products under 600mm,0.005,1037,1,False
United Kingdom,United States,72139910,Hot-rolled bars and rods,0.005,7022,1,True
Unknown / not supplied,Germany,72223051,Stainless steel bars sections and wire,0.005,698,1,True
Canada,Canada,72181000,Stainless steel ingots and semi-finished,0.005,2042,1,False
Czechia,Czechia,72189980,Stainless steel ingots and semi-finished,0.005,1593,1,False
United States,Switzerland,72112380,Flat products under 600mm,0.005,2923,1,True
Unknown / not supplied,Italy,72209080,Stainless steel flat products under 600mm,0.005,95,4,True
Japan,France,72288000,Other alloy bars rods and sections,0.005,3302,1,True
United States,Canada,72283089,Other alloy bars rods and sections,0.005,1616,1,True
Finland,Finland,72222031,Stainless steel bars sections and wire,0.005,1368,1,False
United States,Germany,72179090,Wire,0.005,1167,1,True
Poland,Italy,72222031,Stainless steel bars sections and wire,0.005,2028,1,True
Austria,Germany,72209080,Stainless steel flat products under 600mm,0.005,1618,1,True
Unknown / not supplied,Hungary,72169900,Angles shapes and sections,0.005,120,2,True
Japan,United States,72230019,Stainless steel wire,0.005,1213,1,True
Unknown / not supplied,Belgium,72142000,Other bars and rods,0.005,131,1,True
Malaysia,Poland,72259900,Other alloy flat products,0.005,3601,1,True
Spain,Spain,72179090,Wire,0.005,959,1,False
Italy,Switzerland,72165099,Angles shapes and sections,0.005,2472,1,True
China,Hong Kong,72119080,Flat products under 600mm,0.005,914,1,True
Unknown / not supplied,Ireland,72189980,Stainless steel ingots and semi-finished,0.005,3004,1,True
France,United States,72089080,Hot-rolled flat products,0.005,1771,1,True
Germany,Netherlands,72173049,Wire,0.005,1036,1,True
France,United States,72071111,Semi-finished steel,0.005,1438,1,True
Tunisia,Tunisia,72230099,Stainless steel wire,0.005,37639,1,False
Denmark,Denmark,72209080,Stainless steel flat products under 600mm,0.005,3069,2,False
Switzerland,France,72171090,Wire,0.005,1039,1,True
United Kingdom,Estonia,72223097,Stainless steel bars sections and wire,0.005,2007,1,True
Norway,Norway,72122000,Coated flat products under 600mm,0.005,1437,1,False
France,France,72191100,Stainless steel flat products,0.005,2616,1,False
China,Sweden,72169900,Angles shapes and sections,0.005,1363,1,True
United States,Netherlands,72123000,Coated flat products under 600mm,0.004,13818,1,True
Norway,Norway,72286080,Other alloy bars rods and sections,0.004,11054,2,False
Slovakia,Germany,72159000,Other bars and rods,0.004,1248,1,True
China,Italy,72223097,Stainless steel bars sections and wire,0.004,4195,1,True
Taiwan,United States,72189980,Stainless steel ingots and semi-finished,0.004,1121,1,True
Unknown / not supplied,Denmark,72151000,Other bars and rods,0.004,415,1,True
Italy,Norway,72223097,Stainless steel bars sections and wire,0.004,4502,1,True
NZ,NZ,72224090,Stainless steel bars sections and wire,0.004,3660,1,False
Unknown / not supplied,Belgium,72287090,Other alloy bars rods and sections,0.004,762,4,True
Malaysia,Malaysia,72191100,Stainless steel flat products,0.004,1364,1,False
United Kingdom,Canada,72223097,Stainless steel bars sections and wire,0.004,10588,1,True
Unknown / not supplied,Netherlands,72223097,Stainless steel bars sections and wire,0.004,503,2,True
United States,France,72149110,Other bars and rods,0.004,1608,1,True
United Kingdom,Switzerland,72193390,Stainless steel flat products,0.004,1145,1,True
Poland,Spain,72222029,Stainless steel bars sections and wire,0.004,10588,1,True
France,Belgium,72224090,Stainless steel bars sections and wire,0.004,1574,1,True
United Kingdom,United States,72269199,Other alloy flat products under 600mm,0.004,2884,1,True
Spain,Ireland,72224010,Stainless steel bars sections and wire,0.004,3806,1,True
Australia,Austria,72052100,Granules and powders,0.004,1177,1,True
